Username From;folcount;frcount;Tweet;Mention
iriantililis;155;370;b'maapkan daku yg pobia jarsun\n\xf0\x9f\x8f\x83\xe2\x80\x8d\xe2\x99\x80\xe2\x9c\x85\n\xf0\x9f\x92\x89\xe2\x9d\x8e\n\n#vaksincovid19 \n@seputarciamis \n@TMC_ResCiamis \n@dinkesciamis https://t.co/uH8Pi3sVv8';TMC_ResCiamis
iriantililis;155;370;b'maapkan daku yg pobia jarsun\n\xf0\x9f\x8f\x83\xe2\x80\x8d\xe2\x99\x80\xe2\x9c\x85\n\xf0\x9f\x92\x89\xe2\x9d\x8e\n\n#vaksincovid19 \n@seputarciamis \n@TMC_ResCiamis \n@dinkesciamis https://t.co/uH8Pi3sVv8';dinkesciamis
LPtelukkuantan;69;25;"b""Kegiatan vaksinasi covid-19 tahap 1 selesai dilakukan seluruh petugas pemasyarakatan Lapas Teluk Kuantan pada hari jum'at dan sabtu (19 dan 20 Maret 2021)\n#vaksinamandanhalal\n#vaksincovid19 \n#VaksinSuksesAkhiriPandemi \n\n@Kemenkumham_RI \n@HumasKumhamRiau \n@DITJEN_PAS https://t.co/3d3FOj41R9""";Kemenkumham_RI
LPtelukkuantan;69;25;"b""Kegiatan vaksinasi covid-19 tahap 1 selesai dilakukan seluruh petugas pemasyarakatan Lapas Teluk Kuantan pada hari jum'at dan sabtu (19 dan 20 Maret 2021)\n#vaksinamandanhalal\n#vaksincovid19 \n#VaksinSuksesAkhiriPandemi \n\n@Kemenkumham_RI \n@HumasKumhamRiau \n@DITJEN_PAS https://t.co/3d3FOj41R9""";HumasKumhamRiau
LPtelukkuantan;69;25;"b""Kegiatan vaksinasi covid-19 tahap 1 selesai dilakukan seluruh petugas pemasyarakatan Lapas Teluk Kuantan pada hari jum'at dan sabtu (19 dan 20 Maret 2021)\n#vaksinamandanhalal\n#vaksincovid19 \n#VaksinSuksesAkhiriPandemi \n\n@Kemenkumham_RI \n@HumasKumhamRiau \n@DITJEN_PAS https://t.co/3d3FOj41R9""";DITJEN_PAS
dokterimun_id;3174;266;b'Bincang mengenai persiapan vaksinasi covid19 bersama dengan komsos Keuskupan Agung Jakarta dan Hidup TV. #ayovaksin #vaksincovid19 @DokterPodcast\n@doktervito https://t.co/iTHMCrC1Ku';DokterPodcast
dokterimun_id;3174;266;b'Bincang mengenai persiapan vaksinasi covid19 bersama dengan komsos Keuskupan Agung Jakarta dan Hidup TV. #ayovaksin #vaksincovid19 @DokterPodcast\n@doktervito https://t.co/iTHMCrC1Ku';doktervito
petrominer_com;508;113;b'PLN Suplai Listrik Sentra Vaksinasi di Senayan\n\n@SahabatPLNJkt\n@KemenBUMN\n.\n.\n.\n#covi\xcc\x87d19 #vaks\xc3\xacncovid19 #vaksinasi #senayan #pln #plnuidjakartaraya #petrominer #listrik #energized \n https://t.co/roUhJmaaPd';SahabatPLNJkt
petrominer_com;508;113;b'PLN Suplai Listrik Sentra Vaksinasi di Senayan\n\n@SahabatPLNJkt\n@KemenBUMN\n.\n.\n.\n#covi\xcc\x87d19 #vaks\xc3\xacncovid19 #vaksinasi #senayan #pln #plnuidjakartaraya #petrominer #listrik #energized \n https://t.co/roUhJmaaPd';KemenBUMN
onenewsofficial;3853;1504;b'Ketua Pengarah Kesihatan ingatkan media hati-hati lapor berita berkaitan vaksin @KKMPutrajaya @DGHisham \n\nhttps://t.co/ZVxvxtu1BH\n#onenews #vaksinCOVID19';KKMPutrajaya
onenewsofficial;3853;1504;b'Ketua Pengarah Kesihatan ingatkan media hati-hati lapor berita berkaitan vaksin @KKMPutrajaya @DGHisham \n\nhttps://t.co/ZVxvxtu1BH\n#onenews #vaksinCOVID19';DGHisham
wartakotalive;1059;596;b'Universitas Atma Jaya Buka Vaksinasi Covid-19 Lansia di Kabupaten Tangerang Gratis Sampai 21 Maret\n \nhttps://t.co/H6qj4uYDT7 lewat @wartakotalive #lansia #VaksinSuksesAkhiriPandemi #vaksinasipelayanpublik #vaksincovid19 #atmajaya #TANGERANG';wartakotalive
wartakotalive;1059;596;b'Adharta Ongkosaputra Berhasil Selamat dari Covid-19 dengan Komorbid Ingin Edukasi Cegah Corona\n \nhttps://t.co/6h6laBv0jS lewat @wartakotalive #COVID19 #Coronavirusindonesia #vaksincovid19 #lansia';wartakotalive
JaPenWPKL;2323;536;b'Anda kini boleh mendaftar tanggungan menerusi aplikasi MySejahtera. \n\nCepat-cepatlah daftarkan mereka untuk vaksinasi sekarang! #LindungDiriLindungSemua\n\n@jpmgov_\n\n#vaksincovid19\n#VaccinesSaveLives\n#KitaJagaKita\n#JagaNegaraKita\n#KitaMestiMenang\n#COVID19\n#coronavirus\n#KLCeria https://t.co/jSt709hxMz';jpmgov_
risna_bpn;176;188;b'Alhamdulillah done Tahap I &amp II. Siap vaksin again slama gretongan \xf0\x9f\x98\x81. #VaksinCovid19 #gardaterdepan #Balikpapan #welovebalikpapan #bpbd #bpbdbalikpapan #firefighterbpn @FireFighterBpn #sukseskanvaks\xc3\xacnasi https://t.co/Anq8c8c1cj';FireFighterBpn
Assir522;133;115;b'@Khairykj Harap @hmetromy tidak menjadi macam @mkini_bm yg suka sensasikan berita khususnya yg menyukarkan usaha Kjaan &amp menjadikan negara &amp rakyat dlm keadaan kucar kacir. Juga utk semua media. @UMonline @bharianmy @malaymail @staronline #KitaJagaKita #VaksinCovid19';Khairykj
Assir522;133;115;b'@Khairykj Harap @hmetromy tidak menjadi macam @mkini_bm yg suka sensasikan berita khususnya yg menyukarkan usaha Kjaan &amp menjadikan negara &amp rakyat dlm keadaan kucar kacir. Juga utk semua media. @UMonline @bharianmy @malaymail @staronline #KitaJagaKita #VaksinCovid19';hmetromy
Assir522;133;115;b'@Khairykj Harap @hmetromy tidak menjadi macam @mkini_bm yg suka sensasikan berita khususnya yg menyukarkan usaha Kjaan &amp menjadikan negara &amp rakyat dlm keadaan kucar kacir. Juga utk semua media. @UMonline @bharianmy @malaymail @staronline #KitaJagaKita #VaksinCovid19';mkini_bm
Assir522;133;115;b'@Khairykj Harap @hmetromy tidak menjadi macam @mkini_bm yg suka sensasikan berita khususnya yg menyukarkan usaha Kjaan &amp menjadikan negara &amp rakyat dlm keadaan kucar kacir. Juga utk semua media. @UMonline @bharianmy @malaymail @staronline #KitaJagaKita #VaksinCovid19';UMonline
Assir522;133;115;b'@Khairykj Harap @hmetromy tidak menjadi macam @mkini_bm yg suka sensasikan berita khususnya yg menyukarkan usaha Kjaan &amp menjadikan negara &amp rakyat dlm keadaan kucar kacir. Juga utk semua media. @UMonline @bharianmy @malaymail @staronline #KitaJagaKita #VaksinCovid19';bharianmy
Assir522;133;115;b'@Khairykj Harap @hmetromy tidak menjadi macam @mkini_bm yg suka sensasikan berita khususnya yg menyukarkan usaha Kjaan &amp menjadikan negara &amp rakyat dlm keadaan kucar kacir. Juga utk semua media. @UMonline @bharianmy @malaymail @staronline #KitaJagaKita #VaksinCovid19';malaymail
Assir522;133;115;b'@Khairykj Harap @hmetromy tidak menjadi macam @mkini_bm yg suka sensasikan berita khususnya yg menyukarkan usaha Kjaan &amp menjadikan negara &amp rakyat dlm keadaan kucar kacir. Juga utk semua media. @UMonline @bharianmy @malaymail @staronline #KitaJagaKita #VaksinCovid19';staronline
wartakotalive;1059;596;b'MUI Sebut Vaksin AstraZeneca Haram karena Mengandung Babi, tapi Tetap Bisa Digunakan, Ini Katanya\n \nhttps://t.co/lMXUQrZCvA lewat @wartakotalive \n#AstraZeneca #Vaksin #VaksinCovid19 #MUI';wartakotalive
gojekindonesia;978327;69144;b'Yok dukung program ini, dan kalo nanti udah dapet gilirannya, jangan takut divaksin ya gaes, karena terbukti aman &amp halal, serta kita bisa saling menjaga &amp melindungi dari penyebaran virus COVID-19.\n\n\xf0\x9f\x93\xb7: @setkabgoid &amp @halodoc\n\n#PastiAdaJalan #Vaksinasi #Vaksin #Vaksincovid19';setkabgoid
gojekindonesia;978327;69144;b'Yok dukung program ini, dan kalo nanti udah dapet gilirannya, jangan takut divaksin ya gaes, karena terbukti aman &amp halal, serta kita bisa saling menjaga &amp melindungi dari penyebaran virus COVID-19.\n\n\xf0\x9f\x93\xb7: @setkabgoid &amp @halodoc\n\n#PastiAdaJalan #Vaksinasi #Vaksin #Vaksincovid19';halodoc
PTPK_Official;1049;305;b'Daftar untuk vaksinasi dengan 3 cara berikut:\n\n1. Aplikasi MySejahtera\n2. https://t.co/ZgFmfifIz2\n3. Talian Vaksinasi Pendaftaran Nasional COVID-19: 1800-888-828\n\nJom daftar!\n\nSumber: @jkjavmy \n\n#LindungDiriLindungSemua\n#VaksinCOVID19\n#KomunikasiKita\n#ptpkprihatin https://t.co/cd4cd5RVjk';JKJAVMY
parisainiziziw;1037;1032;b'Warga di Bogor Heboh Mengaku Jadi Kuat di Ranjang Usai Suntik Vaksin Covid-19 https://t.co/fKvOH4vlo9 via @Poskota \n\n#postmedia #vaksin #COVID19 #coronavirus #VaksinCovid19 #vaccine #CovidVaccine';poskota
koolfmmy;13810;970;b'#HeroKita minggu ini @HanifMiswan17 berbesar hati menemu bual Dr. Mohmmad Salleh bin Yahya yang merupakan antara golongan pertama menerima Vaksin Pfizer. \n\nTonton Hero Kita di YouTube KoolTV sekarang!\n\nhttps://t.co/R7eXReYFXv\n\n#KoolFM #KoolHM #vaksincovid19 #vaksinpfizer https://t.co/sCHvLDXSTx';HanifMiswan17
RakyatMerdeka99;2055;207;b'Didampingi Bos KAI, Menhub Pantau Vaksinasi Pekerja Transportasi Di Gambir\n\n@kemenhub151 @KAI121 @keretaapikita @BudiKaryaS #Vaksin #VaksinCovid19 #Vaksinasi #Transportasi #Gambir #Stasiun #GovernmenAction #RakyatMerdeka #RMid\n\nhttps://t.co/FFKDHTSyUZ';kemenhub151
RakyatMerdeka99;2055;207;b'Didampingi Bos KAI, Menhub Pantau Vaksinasi Pekerja Transportasi Di Gambir\n\n@kemenhub151 @KAI121 @keretaapikita @BudiKaryaS #Vaksin #VaksinCovid19 #Vaksinasi #Transportasi #Gambir #Stasiun #GovernmenAction #RakyatMerdeka #RMid\n\nhttps://t.co/FFKDHTSyUZ';KAI121
RakyatMerdeka99;2055;207;b'Didampingi Bos KAI, Menhub Pantau Vaksinasi Pekerja Transportasi Di Gambir\n\n@kemenhub151 @KAI121 @keretaapikita @BudiKaryaS #Vaksin #VaksinCovid19 #Vaksinasi #Transportasi #Gambir #Stasiun #GovernmenAction #RakyatMerdeka #RMid\n\nhttps://t.co/FFKDHTSyUZ';keretaapikita
RakyatMerdeka99;2055;207;b'Didampingi Bos KAI, Menhub Pantau Vaksinasi Pekerja Transportasi Di Gambir\n\n@kemenhub151 @KAI121 @keretaapikita @BudiKaryaS #Vaksin #VaksinCovid19 #Vaksinasi #Transportasi #Gambir #Stasiun #GovernmenAction #RakyatMerdeka #RMid\n\nhttps://t.co/FFKDHTSyUZ';BudiKaryaS
bhp_semarang;705;187;b'PASTI #SahabatPengayoman @bhp_semarang\n\nBalai Harta Peninggalan dan Kurator Negara Semarang Kementerian Hukum dan HAM PASTI Divaksinasi\n\n#KumhamPasti #Kemenkumham #JumatBerkah \n@integritas_news #VaksinasiNasional #vaksincovid19 #InsanPengayomanDukungVaksinasi #SukseskanVaksinasi https://t.co/mfFuCrIeBm';bhp_semarang
bhp_semarang;705;187;b'PASTI #SahabatPengayoman @bhp_semarang\n\nBalai Harta Peninggalan dan Kurator Negara Semarang Kementerian Hukum dan HAM PASTI Divaksinasi\n\n#KumhamPasti #Kemenkumham #JumatBerkah \n@integritas_news #VaksinasiNasional #vaksincovid19 #InsanPengayomanDukungVaksinasi #SukseskanVaksinasi https://t.co/mfFuCrIeBm';integritas_news
yogha1;582;580;b'Situasi vaksinasi yg amburadul di gedung pakuan siang ini..sumber WA keluarga \n@infobdg @PRFMnews  @ridwankamil\n#VaksinCOVID19 \n#VaksinUntukKita \n#vaksinbandung https://t.co/GNt1RZeH75';infobdg
yogha1;582;580;b'Situasi vaksinasi yg amburadul di gedung pakuan siang ini..sumber WA keluarga \n@infobdg @PRFMnews  @ridwankamil\n#VaksinCOVID19 \n#VaksinUntukKita \n#vaksinbandung https://t.co/GNt1RZeH75';PRFMnews
yogha1;582;580;b'Situasi vaksinasi yg amburadul di gedung pakuan siang ini..sumber WA keluarga \n@infobdg @PRFMnews  @ridwankamil\n#VaksinCOVID19 \n#VaksinUntukKita \n#vaksinbandung https://t.co/GNt1RZeH75';ridwankamil
A_B0NA;159;629;b'Yth. Bapak/Ibu Admin Media Sosial KPC PEN @lawancovid19_id yg dipimpin Bpk Airlangga @PerekonomianRI , @KemenkesRI , @KemenBUMN , @kemkominfo , izinkan kami menyampaikan , sbg penerima #eTiket #VaksinCovid19 , kmi mengalami penolakan lbh dr 4 Faskes , krn vaksin hbs. Cc @jokowi';lawancovid19_id
A_B0NA;159;629;b'Yth. Bapak/Ibu Admin Media Sosial KPC PEN @lawancovid19_id yg dipimpin Bpk Airlangga @PerekonomianRI , @KemenkesRI , @KemenBUMN , @kemkominfo , izinkan kami menyampaikan , sbg penerima #eTiket #VaksinCovid19 , kmi mengalami penolakan lbh dr 4 Faskes , krn vaksin hbs. Cc @jokowi';PerekonomianRI
A_B0NA;159;629;b'Yth. Bapak/Ibu Admin Media Sosial KPC PEN @lawancovid19_id yg dipimpin Bpk Airlangga @PerekonomianRI , @KemenkesRI , @KemenBUMN , @kemkominfo , izinkan kami menyampaikan , sbg penerima #eTiket #VaksinCovid19 , kmi mengalami penolakan lbh dr 4 Faskes , krn vaksin hbs. Cc @jokowi';KemenkesRI
A_B0NA;159;629;b'Yth. Bapak/Ibu Admin Media Sosial KPC PEN @lawancovid19_id yg dipimpin Bpk Airlangga @PerekonomianRI , @KemenkesRI , @KemenBUMN , @kemkominfo , izinkan kami menyampaikan , sbg penerima #eTiket #VaksinCovid19 , kmi mengalami penolakan lbh dr 4 Faskes , krn vaksin hbs. Cc @jokowi';KemenBUMN
A_B0NA;159;629;b'Yth. Bapak/Ibu Admin Media Sosial KPC PEN @lawancovid19_id yg dipimpin Bpk Airlangga @PerekonomianRI , @KemenkesRI , @KemenBUMN , @kemkominfo , izinkan kami menyampaikan , sbg penerima #eTiket #VaksinCovid19 , kmi mengalami penolakan lbh dr 4 Faskes , krn vaksin hbs. Cc @jokowi';kemkominfo
A_B0NA;159;629;b'Yth. Bapak/Ibu Admin Media Sosial KPC PEN @lawancovid19_id yg dipimpin Bpk Airlangga @PerekonomianRI , @KemenkesRI , @KemenBUMN , @kemkominfo , izinkan kami menyampaikan , sbg penerima #eTiket #VaksinCovid19 , kmi mengalami penolakan lbh dr 4 Faskes , krn vaksin hbs. Cc @jokowi';jokowi
Muzzymydin1;88;96;b'Kemaskini MySejahtera app anda sekarang dan anda boleh lakukan pendaftaran untuk bapa, ibu, anak, saudara, penjaga atau orang gaji!!! #COVID19 #VaksinCOVID19 #DudukRumah #NewNormal @Khairykj @KKMPutrajaya @JKJAVMY @DGHisham https://t.co/n0JTH5beVl';Khairykj
Muzzymydin1;88;96;b'Kemaskini MySejahtera app anda sekarang dan anda boleh lakukan pendaftaran untuk bapa, ibu, anak, saudara, penjaga atau orang gaji!!! #COVID19 #VaksinCOVID19 #DudukRumah #NewNormal @Khairykj @KKMPutrajaya @JKJAVMY @DGHisham https://t.co/n0JTH5beVl';KKMPutrajaya
Muzzymydin1;88;96;b'Kemaskini MySejahtera app anda sekarang dan anda boleh lakukan pendaftaran untuk bapa, ibu, anak, saudara, penjaga atau orang gaji!!! #COVID19 #VaksinCOVID19 #DudukRumah #NewNormal @Khairykj @KKMPutrajaya @JKJAVMY @DGHisham https://t.co/n0JTH5beVl';JKJAVMY
Muzzymydin1;88;96;b'Kemaskini MySejahtera app anda sekarang dan anda boleh lakukan pendaftaran untuk bapa, ibu, anak, saudara, penjaga atau orang gaji!!! #COVID19 #VaksinCOVID19 #DudukRumah #NewNormal @Khairykj @KKMPutrajaya @JKJAVMY @DGHisham https://t.co/n0JTH5beVl';DGHisham
bernamadotcom;874764;1053;b'[Berita] PM @MuhyiddinYassin selesai terima dos kedua suntikan vaksin COVID-19\n\nhttps://t.co/IapP6goATk\n\n#VaksinCOVID19 #LindungDiriLindungSemua #bernamanewsvaccine https://t.co/AMsFI4dUEf';MuhyiddinYassin
PMRJasin;118;141;b'Reposted from @japenmelaka VAKSINASI :\n\nApa yang anda perlu tahu?\n\nSumber @jkjavmy\n\n#VaksinCovid19\n#LindungDiriLindungSemua \n#JabatanPenerangan\n#JaPenMelaka https://t.co/yGTx0dNzvD';JapenMelaka
PMRJasin;118;141;b'Reposted from @japenmelaka VAKSINASI :\n\nApa yang anda perlu tahu?\n\nSumber @jkjavmy\n\n#VaksinCovid19\n#LindungDiriLindungSemua \n#JabatanPenerangan\n#JaPenMelaka https://t.co/yGTx0dNzvD';JKJAVMY
bernamadotcom;874764;1053;b'Perdana Menteri Tan Sri @MuhyiddinYassin tiba di Klinik Kesihatan Putrajaya Presint 18 bagi menerima suntikan kedua vaksin COVID-19\n\n#VaksinCOVID19 https://t.co/uCkRBDi6MU';MuhyiddinYassin
Polsekcurugser3;26;51;b'Anggota Polsek curug mengikuti Vaksinasi Covid 19 tahap 2 di RS Bhayangkara Polda Banten\n\n#vaks\xc3\xacncovid19 \n#cegahcovid19 \n@DivHumas_Polri \n@poldabanten1 \n@Resserangkota https://t.co/0JmGzF99yI';DivHumas_Polri
Polsekcurugser3;26;51;b'Anggota Polsek curug mengikuti Vaksinasi Covid 19 tahap 2 di RS Bhayangkara Polda Banten\n\n#vaks\xc3\xacncovid19 \n#cegahcovid19 \n@DivHumas_Polri \n@poldabanten1 \n@Resserangkota https://t.co/0JmGzF99yI';poldabanten1
Polsekcurugser3;26;51;b'Anggota Polsek curug mengikuti Vaksinasi Covid 19 tahap 2 di RS Bhayangkara Polda Banten\n\n#vaks\xc3\xacncovid19 \n#cegahcovid19 \n@DivHumas_Polri \n@poldabanten1 \n@Resserangkota https://t.co/0JmGzF99yI';Resserangkota
BJIK_BPPT;371;96;b'Hari ini (17/3/2021) adalah pelaksanaan #Vaksincovid19 yang diselenggarakan oleh BPPT tahap I\nBPPT siap divaksin dan siap berburu inovasi dalam rangka pemulihan ekonomi nasional \n@BPPT_RI \n#pemulihanekonominasional\n#InovasiIndonesia\n#BPPTSolidSmartSpeed\n#BPPT2021\n#MajuBersamaBJIK https://t.co/PDLUMYtX0W';BPPT_RI
alineadotid;599844;7;b'Anggota Komisi IX @DPR_RI Adang Sudrajat : Vaksin gotong royong melibatkan dunia usaha terdaftar 11.542 perusahaan dengan jumlah karyawan sebesar 7.403.356 orang\n#Vaksinasi #VaksinCovid19 #Kemenkes';DPR_RI
alineadotid;599844;7;b'Anggota Komisi IX @DPR_RI Adang Sudrajat :  Mekanisme mencapai Herd immunity yang secara strategis dilakukan adalah dengan vaksinasi selain upaya memutus mata rantai penularan.\n#Vaksinasi #VaksinCovid19 #Kemenkes';DPR_RI
alineadotid;599844;7;b'Anggota Komisi IX @DPR_RI Adang Sudrajat :  \nTren kasus setelah puncak di bulan Januari 2021 mulai mengalami penurunan demikian juga angka kesakitan dan kematian.\n#Vaksinasi #VaksinCovid19 #Kemenkes https://t.co/1elQReIKWk';DPR_RI
alineadotid;599844;7;b'Direktur LBM @eijkman_inst Amin Soebandrio : Dari survei masih ada 20-30% Indonesia masih ragu-ragu di vaksinasi. Akan mengahambat Indonesia untuk mencapai herd immunity. \n#Vaksinasi #VaksinCovid19 #Kemenkes';eijkman_inst
alineadotid;599844;7;b'Direktur LBM @eijkman_inst Amin Soebandrio :  Apalagi vaksin dosis satu dan dua harus sama. Target satu juta dosis per hari itu masih jauh.\n#Vaksinasi #VaksinCovid19 #Kemenkes';eijkman_inst
alineadotid;599844;7;b'Direktur LBM @eijkman_inst Amin Soebandrio : Isu yang ramai adalah vaksin expired date yang tidak terlalu panjang. \n#Vaksinasi #VaksinCovid19 #Kemenkes';eijkman_inst
alineadotid;599844;7;b'Direktur LBM @eijkman_inst Amin Soebandrio : Kemungkinan penyebaran virus dari satu orang ke orang lain. Berapa besar herd immunity dibutuhkan untuk dibuat kebal. \n#Vaksinasi #VaksinCovid19 #Kemenkes https://t.co/3wWiIlJ1ye';eijkman_inst
alineadotid;599844;7;b'Direktur LBM @eijkman_inst Amin Soebandrio : di mana suatu populasi dapat terlindung dari virus tertentu jika suatu ambang cakupan imunisasi tertentu tercapai.\n\n#Vaksinasi #VaksinCovid19 #Kemenkes';eijkman_inst
bernamaradio;93212;558;b'Jumlah terkini pemberian vaksin dos 1 setakat 16 Mac 2021 - @JKJAVMY \n\n#VaksinCOVID19 \n#LindungDiriLindungSemua https://t.co/UUk1a3flJw';JKJAVMY
japenselangor1;766;107;b'Semua calon vaksinasi COVID-19 akan menerima maklumat pengesahan dua minggu sebelum temu janji dijadualkan. \n\nJom daftar!\n\nSumber: \n@JKJAVMY\n\n#LindungDiriLindungSemua\n#VaksinCOVID19\n#KomunikasiKita\n#JabatanPenerangan \n#JaPenSelangor https://t.co/ai4cJsNQK4';JKJAVMY
JapenPerlis;1584;680;b'Semua calon vaksinasi COVID-19 akan menerima maklumat pengesahan dua minggu sebelum temu janji dijadualkan. \n\nJom daftar!\n\nSumber: @JKJAVMY \n\n#LindungDiriLindungSemua\n#VaksinCOVID19\n#KomunikasiKita\n#JabatanPenerangan \n#PerlisMaju https://t.co/h7JX4YwevT';JKJAVMY
suaraislamgroup;1246;1;b'AstraZeneca yang Bikin Heboh https://t.co/Ky3QRnOPAk lewat @suaraislamID #vaksincovid19 #astrazenecavaccine #mui';suaraislamID
koolfmmy;13809;970;b'Kajian klinikal vaksin yang dibangunkan pada masa ini tidak melibatkan kumpulan umur kanak-kanak. Tiada data keselamatan dan keberkesanan vaksin COVID-19 terhadap kumpulan ini.\n\nSumber : @JPenerangan \n\n#KoolFM \n#VaksinCovid19 \n#LindungDiriLindungSemua\n#JabatanPenerangan https://t.co/7n7xPUyIHk';JPenerangan
PsdkpTarakan;307;145;b'Sebanyak 25 orang dari 36 pegawai Stasiun PSDKP Tarakan telah menerima Vaksinasi COVID-19 Tahap I sedangkan yang belum akan menyusul kemudian.\n\n@ditjenpsdkp @akhmadon2020\n\n#vaksincovid19 #pilarpsdkp #psdkp #kkprebound #kkp https://t.co/k41CHImuD6';ditjenpsdkp
PsdkpTarakan;307;145;b'Sebanyak 25 orang dari 36 pegawai Stasiun PSDKP Tarakan telah menerima Vaksinasi COVID-19 Tahap I sedangkan yang belum akan menyusul kemudian.\n\n@ditjenpsdkp @akhmadon2020\n\n#vaksincovid19 #pilarpsdkp #psdkp #kkprebound #kkp https://t.co/k41CHImuD6';akhmadon2020
ShamalahMukund1;0;2;b'@JPenerangan Tiada data keselamatan dan keberkesanan vaksin COVID-19 terhadap kumpulan ini. Vaksin tidak diberikan sehingga kajian klinikal pembangunan vaksin menunjukkan ia selamat dan berkesan terhadap kanak-kanak.\n\n#VaksinCovid19 \n#LindungDiriLindungSemua\n#KomunikasiKita\n#JabatanPenerangan';JPenerangan
mang_sel;1755;1112;b'Yuk cari tahu informasi tentang status dan jadwal Vaksinasi COVID-19 di aplikasi JAKI.\n\n#aplikasi #JAKI #VaksinCovid19 #manggaraiselatan\n\n@beritajakarta @kominfotikjs @jsclab @kecamatantebet https://t.co/G8Z1LvmePd';BeritaJakarta
mang_sel;1755;1112;b'Yuk cari tahu informasi tentang status dan jadwal Vaksinasi COVID-19 di aplikasi JAKI.\n\n#aplikasi #JAKI #VaksinCovid19 #manggaraiselatan\n\n@beritajakarta @kominfotikjs @jsclab @kecamatantebet https://t.co/G8Z1LvmePd';JSCLab
mang_sel;1755;1112;b'Yuk cari tahu informasi tentang status dan jadwal Vaksinasi COVID-19 di aplikasi JAKI.\n\n#aplikasi #JAKI #VaksinCovid19 #manggaraiselatan\n\n@beritajakarta @kominfotikjs @jsclab @kecamatantebet https://t.co/G8Z1LvmePd';KecamatanTebet
polres_pemalang;2160;88;b'Ini alasannya kenapa kita harus suntik vaksin Covid-19 dua kali. Yuk simak penjelasannya.\n\n@RTri2000\n@poldajateng_\n@DivHumas_Polri\n\n#pemalang #polrespemalang #pemalangsehat #cegahcorona #covid_19 #indonesia #vaksinasimelawanpandemi #vaks\xc3\xacncovid19 https://t.co/4gif3LVWYq';RTri2000
polres_pemalang;2160;88;b'Ini alasannya kenapa kita harus suntik vaksin Covid-19 dua kali. Yuk simak penjelasannya.\n\n@RTri2000\n@poldajateng_\n@DivHumas_Polri\n\n#pemalang #polrespemalang #pemalangsehat #cegahcorona #covid_19 #indonesia #vaksinasimelawanpandemi #vaks\xc3\xacncovid19 https://t.co/4gif3LVWYq';poldajateng_
polres_pemalang;2160;88;b'Ini alasannya kenapa kita harus suntik vaksin Covid-19 dua kali. Yuk simak penjelasannya.\n\n@RTri2000\n@poldajateng_\n@DivHumas_Polri\n\n#pemalang #polrespemalang #pemalangsehat #cegahcorona #covid_19 #indonesia #vaksinasimelawanpandemi #vaks\xc3\xacncovid19 https://t.co/4gif3LVWYq';DivHumas_Polri
FikrianaRH;145;158;b'Ayoo semangat vaksin .. Jangan takut \xf0\x9f\x98\x8a#VaksinCovid19 #tenisindorsenayan #sentravaksinasibersamabumn #BUMNUntukIndonesia @rspelni https://t.co/3xPtSRAxLz';rspelni
barakataID;94;63;b'Dinas Kesehatan (Dinkes) Provinsi Kepri mencatat sebanyak 3.605 warga lansia (lannjut usia) di atas 60 tahun di Kepri sudah disuntik vaksin Covid-19 dosis I.\n#VaksinCovid19  #COVID19  #BarakatadotID\nhttps://t.co/0xIe7dC4de @barakataID';barakataID
BPPKkemenkeu;26831;99;b'Pendaftaran GRATIS dan peserta terbatas dengan kuota 500 peserta. Warganed jangan sampai ketinggalan ya!\n\nRegistrasi Online: https://t.co/pQyAvQ6D6O\n\nIlustrasi: @marbunimam\n\n#BelajarTanpaBatas\n#SelaluBelajar\n#SWAPPremiumViaZoom\n#VaksinCovid19';marbunimam
SatpolPP_Jakpus;172;41;b'23 03 21 l Melaksankan Pengamanan Lokasi Kegiatan Vaksinasi Kepada lansia sekecamatan tanah abang di SD N BENDUNGAN HILIR 01 PAGI Jl. Danau Toba Kel. Benhil Kec. Tanah Abang Jakarta Pusat\n#vaksincovid19\n@SatpolPP_DKI\n @kominfotikjp https://t.co/KaJwxBst9Z';SatpolPP_DKI
SatpolPP_Jakpus;172;41;b'23 03 21 l Melaksankan Pengamanan Lokasi Kegiatan Vaksinasi Kepada lansia sekecamatan tanah abang di SD N BENDUNGAN HILIR 01 PAGI Jl. Danau Toba Kel. Benhil Kec. Tanah Abang Jakarta Pusat\n#vaksincovid19\n@SatpolPP_DKI\n @kominfotikjp https://t.co/KaJwxBst9Z';kominfotikjp
SatpolPP_Jakpus;172;41;b'23 03 21 l Membatu Pengamanan Kegiatan Vaksinasi covid 19 lansia di kelurahan petojo selatan kecamatan Gambir Kota Administarsi Jakarta Pusat\n#vaksincovid19\n@SatpolPP_DKI \n@kominfotikjp https://t.co/tbJAfaErB3';SatpolPP_DKI
SatpolPP_Jakpus;172;41;b'23 03 21 l Membatu Pengamanan Kegiatan Vaksinasi covid 19 lansia di kelurahan petojo selatan kecamatan Gambir Kota Administarsi Jakarta Pusat\n#vaksincovid19\n@SatpolPP_DKI \n@kominfotikjp https://t.co/tbJAfaErB3';kominfotikjp
PenPerak;754;174;b'Tiada sebarang had bilangan pendaftaran bagi tanggungan.\n\nDaftar sekarang: https://t.co/BDApmLVHJu\n\nSumber : @JKJAVMY\n\n#LindungDiriLindungSemua\n#VaksinCOVID19\n#KomunikasiKita\n#JabatanPenerangan \n#PeneranganPerak https://t.co/t9s1CXPbpz';JKJAVMY
