Username From;folcount;frcount;Tweet;Mention
muktiagungwbw;511;4;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';ganjarpranowo
SenoAditama;4;248;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
Taufik_PaCa;300;463;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';DesakuCawet
Taufik_PaCa;300;463;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';DesakuCawet
Taufik_PaCa;300;463;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';Taufik_PaCa
Taufik_PaCa;300;463;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';kutsriyatun
Taufik_PaCa;300;463;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';ganjarpranowo
polreslotim;207;311;b'KEGIATAN LAYANAN VAKSINASI COVID-19 DRIVE THRU OLEH POLRES LOTIM, KODIM 1615/LOTIM DAN DINAS KESEHATAN KAB. LOTIM DI JALAN TGKH ZAINUDDIN ABDUL MAJID DEPAN TAMAN RINJANI SELONG. Rabu (31/03/21)\n.\n.\n.\n@DivHumas_Polri @Humas_PoldaNTB \n#VaksinUntukIndonesia #lombok https://t.co/22M591t0DU';DivHumas_Polri
polreslotim;207;311;b'KEGIATAN LAYANAN VAKSINASI COVID-19 DRIVE THRU OLEH POLRES LOTIM, KODIM 1615/LOTIM DAN DINAS KESEHATAN KAB. LOTIM DI JALAN TGKH ZAINUDDIN ABDUL MAJID DEPAN TAMAN RINJANI SELONG. Rabu (31/03/21)\n.\n.\n.\n@DivHumas_Polri @Humas_PoldaNTB \n#VaksinUntukIndonesia #lombok https://t.co/22M591t0DU';Humas_PoldaNTB
henPLUR;317;566;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
Sfc_Ternate;631;744;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
anakdesaid;5259;332;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';DesakuCawet
anakdesaid;5259;332;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';DesakuCawet
anakdesaid;5259;332;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';Taufik_PaCa
anakdesaid;5259;332;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';kutsriyatun
anakdesaid;5259;332;b'RT @DesakuCawet: Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiag\xe2\x80\xa6';ganjarpranowo
DesakuCawet;353;170;b'Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiagungwbw @puspindes @anakdesaid \n\n#Vaksin #VaksinPulihkanNegeri #VaksinUntukIndonesia https://t.co/yoyswnr75U';DesakuCawet
DesakuCawet;353;170;b'Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiagungwbw @puspindes @anakdesaid \n\n#Vaksin #VaksinPulihkanNegeri #VaksinUntukIndonesia https://t.co/yoyswnr75U';Taufik_PaCa
DesakuCawet;353;170;b'Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiagungwbw @puspindes @anakdesaid \n\n#Vaksin #VaksinPulihkanNegeri #VaksinUntukIndonesia https://t.co/yoyswnr75U';kutsriyatun
DesakuCawet;353;170;b'Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiagungwbw @puspindes @anakdesaid \n\n#Vaksin #VaksinPulihkanNegeri #VaksinUntukIndonesia https://t.co/yoyswnr75U';ganjarpranowo
DesakuCawet;353;170;b'Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiagungwbw @puspindes @anakdesaid \n\n#Vaksin #VaksinPulihkanNegeri #VaksinUntukIndonesia https://t.co/yoyswnr75U';muktiagungwbw
DesakuCawet;353;170;b'Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiagungwbw @puspindes @anakdesaid \n\n#Vaksin #VaksinPulihkanNegeri #VaksinUntukIndonesia https://t.co/yoyswnr75U';puspindes
DesakuCawet;353;170;b'Vaksinasi Lansia Desa Cawet Oleh PUSKESMAS CIKADU X PEMDES @DesakuCawet \n@Taufik_PaCa @kutsriyatun @ganjarpranowo @muktiagungwbw @puspindes @anakdesaid \n\n#Vaksin #VaksinPulihkanNegeri #VaksinUntukIndonesia https://t.co/yoyswnr75U';anakdesaid
vtr666mpl;305;1870;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
MynaEve;3251;3339;b'\xf0\x9f\x8e\xac Presiden @jokowi saat meninjau pelaksanaan vaksinasi massal untuk petugas publik disektor perbankan dan pasar modal, 31 Maret 2021. \n@KemenkesRI\n@KemenBUMN\n#VaksinasiNasional\n#vaksinuntukkita\n#VaksinUntukIndonesia \n#VaksinPulihkanNegeri \n#vaksinmandiriatasipandemi https://t.co/MozTCTwCUs';jokowi
MynaEve;3251;3339;b'\xf0\x9f\x8e\xac Presiden @jokowi saat meninjau pelaksanaan vaksinasi massal untuk petugas publik disektor perbankan dan pasar modal, 31 Maret 2021. \n@KemenkesRI\n@KemenBUMN\n#VaksinasiNasional\n#vaksinuntukkita\n#VaksinUntukIndonesia \n#VaksinPulihkanNegeri \n#vaksinmandiriatasipandemi https://t.co/MozTCTwCUs';KemenkesRI
MynaEve;3251;3339;b'\xf0\x9f\x8e\xac Presiden @jokowi saat meninjau pelaksanaan vaksinasi massal untuk petugas publik disektor perbankan dan pasar modal, 31 Maret 2021. \n@KemenkesRI\n@KemenBUMN\n#VaksinasiNasional\n#vaksinuntukkita\n#VaksinUntukIndonesia \n#VaksinPulihkanNegeri \n#vaksinmandiriatasipandemi https://t.co/MozTCTwCUs';KemenBUMN
arimingguu;11;45;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
jvn_kidz;1264;528;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
sammyfish13;432;393;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
GatotArief96;318;279;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
hermanisme_;103;40;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
bang_denny;1127;1820;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
RenkaStres;1272;302;b'RT @slankdotcom: Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.0\xe2\x80\xa6';slankdotcom
slankdotcom;2689440;45;b'Media Group X Slank mempersembahkan Vaksin Untuk Indonesia.\n\nSaksikan Vaksin Untuk Indonesia, setiap hari Jumat pukul 20.05 WIB hanya di @Metro_TV \n\n#MediaGroupXSlank\n#VaksinUntukIndonesia https://t.co/yZfBzDQF8S';Metro_TV
Ipinmuach;41;310;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
Ipinmuach;41;310;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
bang_denny;1127;1820;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
bang_denny;1127;1820;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
Kania_MetroTV;216302;1097;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
Kania_MetroTV;216302;1097;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
rick_riki;4;32;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
rick_riki;4;32;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
dedekvr;276;244;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
dedekvr;276;244;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
wagesyahputra;646;146;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
wagesyahputra;646;146;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
teraskumiko;122;550;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
teraskumiko;122;550;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
GatotArief96;318;279;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
GatotArief96;318;279;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
sammyfish13;432;393;b'RT @slankdotcom: Segera hadir!! \nProgram terbaru Media Group X Slank - Vaksin Untuk Indonesia.\n\nKunjungi link berikut ini https://t.co/VWj\xe2\x80\xa6';slankdotcom
sammyfish13;432;393;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
sammyfish13;432;393;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
DriverUFO_97;1460;1493;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
DriverUFO_97;1460;1493;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
slankdotcom;2689440;45;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
slankdotcom;2689440;45;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
Metro_TV;10692464;86;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';medcom_id
Metro_TV;10692464;86;b'RT @medcom_id: Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesi\xe2\x80\xa6';slankdotcom
medcom_id;30907;47;b'Mau tanya-tanya ke Slank @slankdotcom?\nSampaikan pertanyaan kamu di bawah ini ya!\n\n#NgobrolAsyik #Slank #VaksinuntukIndonesia https://t.co/Mjc06fVRB9';slankdotcom
ryolandafit;702;27;b'RT @Metro_TV: Media Group News bekerja sama dengan Slank mengajak rakyat Indonesia bergandengan tangan melawan pandemi covid-19. Diantarany\xe2\x80\xa6';Metro_TV
meilinvia;114;116;b'RT @TVRINasional: Lebih dari 1.000 pegawai Lembaga Penyiaran Publik TVRI pagi ini menerima vaksin Covid-19 di Gedung Pusat Produksi Siaran\xe2\x80\xa6';TVRINasional
GatotArief96;318;279;b'RT @slankdotcom: Segera hadir!! \nProgram terbaru Media Group X Slank - Vaksin Untuk Indonesia.\n\nKunjungi link berikut ini https://t.co/VWj\xe2\x80\xa6';slankdotcom
ika_sigor;68;167;b'RT @slankdotcom: Yuks pantengin KICK OFF #VaksinUntukIndonesia #MediaGroupXSlank di Youtube sekarang!\n\nhttps://t.co/5iMPUBH2W8';slankdotcom
bang_denny;1127;1820;b'RT @slankdotcom: Segera hadir!! \nProgram terbaru Media Group X Slank - Vaksin Untuk Indonesia.\n\nKunjungi link berikut ini https://t.co/VWj\xe2\x80\xa6';slankdotcom
FendiAgyenim;87;140;b'RT @slankdotcom: Segera hadir!! \nProgram terbaru Media Group X Slank - Vaksin Untuk Indonesia.\n\nKunjungi link berikut ini https://t.co/VWj\xe2\x80\xa6';slankdotcom
ToniSugiri;1684;1824;b'RT @slankdotcom: Segera hadir!! \nProgram terbaru Media Group X Slank - Vaksin Untuk Indonesia.\n\nKunjungi link berikut ini https://t.co/VWj\xe2\x80\xa6';slankdotcom
davenirvana;978;720;b'RT @TVRINasional: Lebih dari 1.000 pegawai Lembaga Penyiaran Publik TVRI pagi ini menerima vaksin Covid-19 di Gedung Pusat Produksi Siaran\xe2\x80\xa6';TVRINasional
GatotArief96;318;279;b'RT @slankdotcom: Yuks pantengin KICK OFF #VaksinUntukIndonesia #MediaGroupXSlank di Youtube sekarang!\n\nhttps://t.co/5iMPUBH2W8';slankdotcom
RenkaStres;1272;302;b'RT @slankdotcom: Yuks pantengin KICK OFF #VaksinUntukIndonesia #MediaGroupXSlank di Youtube sekarang!\n\nhttps://t.co/5iMPUBH2W8';slankdotcom
bang_denny;1127;1820;b'RT @slankdotcom: Yuks pantengin KICK OFF #VaksinUntukIndonesia #MediaGroupXSlank di Youtube sekarang!\n\nhttps://t.co/5iMPUBH2W8';slankdotcom
Metro_TV;10692464;86;b'RT @medcom_id: Saksikan KICK OFF #VaksinUntukIndonesia bersama SLANK @slankdotcom live streaming di:\nYouTube Metrotvnews: https://t.co/nSL6\xe2\x80\xa6';medcom_id
Metro_TV;10692464;86;b'RT @medcom_id: Saksikan KICK OFF #VaksinUntukIndonesia bersama SLANK @slankdotcom live streaming di:\nYouTube Metrotvnews: https://t.co/nSL6\xe2\x80\xa6';slankdotcom
medcom_id;30907;47;b'Saksikan KICK OFF #VaksinUntukIndonesia bersama SLANK @slankdotcom live streaming di:\nYouTube Metrotvnews: https://t.co/nSL61FKadi\nYouTube Medcom ID: https://t.co/DHswto1jxe https://t.co/PUJPD9fpnb';slankdotcom
kandau_patricia;3;68;b'RT @slankdotcom: Ayo jadi bagian dari gerakan #VaksinUntukIndonesia! Sebarkan momen positif dan kebahagiaan untuk meningkatkan imun demi me\xe2\x80\xa6';slankdotcom
Sfc_Ternate;631;744;b'RT @slankdotcom: Ayo jadi bagian dari gerakan #VaksinUntukIndonesia! Sebarkan momen positif dan kebahagiaan untuk meningkatkan imun demi me\xe2\x80\xa6';slankdotcom
ArieGokilzs1;2211;87;b'RT @slankdotcom: Ayo jadi bagian dari gerakan #VaksinUntukIndonesia! Sebarkan momen positif dan kebahagiaan untuk meningkatkan imun demi me\xe2\x80\xa6';slankdotcom
Hemdra53218154;0;29;b'RT @Metro_TV: #VaksinUntukIndonesia #MediaGroupXSlank, segera di April 2021! Jangan lupa saksikan KICK OFF-nya Senin, 29 Maret 2021 di Gran\xe2\x80\xa6';Metro_TV
uyztjan;9;183;b'RT @slankdotcom: Ayo jadi bagian dari gerakan #VaksinUntukIndonesia! Sebarkan momen positif dan kebahagiaan untuk meningkatkan imun demi me\xe2\x80\xa6';slankdotcom
Sfc_Ternate;631;744;b'RT @slankdotcom: Pandemi menguras energi, kini saatnya bangkit lagi. Nantikan #VaksinUntukIndonesia SEGERA di April 2021.\n\n#mediagroupxslan\xe2\x80\xa6';slankdotcom
BimoWS3;20;252;b'RT @slankdotcom: Ayo jadi bagian dari gerakan #VaksinUntukIndonesia! Sebarkan momen positif dan kebahagiaan untuk meningkatkan imun demi me\xe2\x80\xa6';slankdotcom
hasbieseiff;86;142;b'RT @slankdotcom: Ayo jadi bagian dari gerakan #VaksinUntukIndonesia! Sebarkan momen positif dan kebahagiaan untuk meningkatkan imun demi me\xe2\x80\xa6';slankdotcom
dov_Now;383;787;b'@ShopeeID min ini terbukti. Ketika sy mencoba dg 2 item (harga reguler) padahal lebih berat ternyata free ongkir berlaku\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 kasian sekali min. @tokopedia @bukalapak @LazadaID @kemkominfo #VaksinPulihkanNegeri https://t.co/W3Vg2KGWX9';ShopeeID
dov_Now;383;787;b'@ShopeeID min ini terbukti. Ketika sy mencoba dg 2 item (harga reguler) padahal lebih berat ternyata free ongkir berlaku\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 kasian sekali min. @tokopedia @bukalapak @LazadaID @kemkominfo #VaksinPulihkanNegeri https://t.co/W3Vg2KGWX9';tokopedia
dov_Now;383;787;b'@ShopeeID min ini terbukti. Ketika sy mencoba dg 2 item (harga reguler) padahal lebih berat ternyata free ongkir berlaku\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 kasian sekali min. @tokopedia @bukalapak @LazadaID @kemkominfo #VaksinPulihkanNegeri https://t.co/W3Vg2KGWX9';bukalapak
dov_Now;383;787;b'@ShopeeID min ini terbukti. Ketika sy mencoba dg 2 item (harga reguler) padahal lebih berat ternyata free ongkir berlaku\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 kasian sekali min. @tokopedia @bukalapak @LazadaID @kemkominfo #VaksinPulihkanNegeri https://t.co/W3Vg2KGWX9';LazadaID
dov_Now;383;787;b'@ShopeeID min ini terbukti. Ketika sy mencoba dg 2 item (harga reguler) padahal lebih berat ternyata free ongkir berlaku\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 kasian sekali min. @tokopedia @bukalapak @LazadaID @kemkominfo #VaksinPulihkanNegeri https://t.co/W3Vg2KGWX9';kemkominfo
Octa_Novian_Y;216;221;b'Alhamdulillah ayo rekk \n#vaksinasi #vaksinpulihkannegeri #ayovaksintetap5m \n@e100ss @KemenkesRI https://t.co/X9MYuvcBcM';e100ss
Octa_Novian_Y;216;221;b'Alhamdulillah ayo rekk \n#vaksinasi #vaksinpulihkannegeri #ayovaksintetap5m \n@e100ss @KemenkesRI https://t.co/X9MYuvcBcM';KemenkesRI
Johadibppt;0;2;b'RT @bioindustriBPPT: Ayo, kita sukseskan #VaksinasiNasional untuk kesehatan dan keselamatan kita bersama..\nJangan lupa, tetap jaga protokol\xe2\x80\xa6';bioindustriBPPT
info_suaraanda;1398;480;b'Sinergi Penanganan Covid-19, Muhammadiyah Kerahkan 84 Rumah Sakit Untuk Vaksinasi #Muhammadiyah #VaksinPulihkanNegeri https://t.co/Qr4IL5WDzO lewat @sieradMU';SieradMu
holopiscom;15;302;b'Vaksinasi Pelaku Wisata Di Lombok Untuk Bangkitkan Sektor Pariwisata\xc2\xa0 https://t.co/ToaXzCGAbt via @holopiscom\n\n#VaksinPulihkanNegeri #Lombok #Pariwisata #holopiscom';holopiscom
zam_09;317;995;b'RT @biofarmaID: Sebanyak 20,5 juta dosis vaksin Covid-19 sudah didistribusikan ke seluruh Indonesia. Vaksin tersebut berasal dari vaksin pr\xe2\x80\xa6';biofarmaID
dov_Now;383;787;b'@kemenhub151 @djpu151 @jokowi @kemenkomarves Kalau caranya begini, HARGA DIPERMAINKAN terus semula 20.000 lalu diumumkan di @KAI121 30.000 lalu di @AngkasaPura_2 NAIK lg 40.000 , masyarakat pusing \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88 sungguh malu melihat negeriku #VaksinPulihkanNegeri #MoeldokoBentengNKRI https://t.co/lsqKtAardW';kemenhub151
dov_Now;383;787;b'@kemenhub151 @djpu151 @jokowi @kemenkomarves Kalau caranya begini, HARGA DIPERMAINKAN terus semula 20.000 lalu diumumkan di @KAI121 30.000 lalu di @AngkasaPura_2 NAIK lg 40.000 , masyarakat pusing \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88 sungguh malu melihat negeriku #VaksinPulihkanNegeri #MoeldokoBentengNKRI https://t.co/lsqKtAardW';djpu151
dov_Now;383;787;b'@kemenhub151 @djpu151 @jokowi @kemenkomarves Kalau caranya begini, HARGA DIPERMAINKAN terus semula 20.000 lalu diumumkan di @KAI121 30.000 lalu di @AngkasaPura_2 NAIK lg 40.000 , masyarakat pusing \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88 sungguh malu melihat negeriku #VaksinPulihkanNegeri #MoeldokoBentengNKRI https://t.co/lsqKtAardW';jokowi
dov_Now;383;787;b'@kemenhub151 @djpu151 @jokowi @kemenkomarves Kalau caranya begini, HARGA DIPERMAINKAN terus semula 20.000 lalu diumumkan di @KAI121 30.000 lalu di @AngkasaPura_2 NAIK lg 40.000 , masyarakat pusing \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88 sungguh malu melihat negeriku #VaksinPulihkanNegeri #MoeldokoBentengNKRI https://t.co/lsqKtAardW';kemenkomarves
dov_Now;383;787;b'@kemenhub151 @djpu151 @jokowi @kemenkomarves Kalau caranya begini, HARGA DIPERMAINKAN terus semula 20.000 lalu diumumkan di @KAI121 30.000 lalu di @AngkasaPura_2 NAIK lg 40.000 , masyarakat pusing \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88 sungguh malu melihat negeriku #VaksinPulihkanNegeri #MoeldokoBentengNKRI https://t.co/lsqKtAardW';KAI121
dov_Now;383;787;b'@kemenhub151 @djpu151 @jokowi @kemenkomarves Kalau caranya begini, HARGA DIPERMAINKAN terus semula 20.000 lalu diumumkan di @KAI121 30.000 lalu di @AngkasaPura_2 NAIK lg 40.000 , masyarakat pusing \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88 sungguh malu melihat negeriku #VaksinPulihkanNegeri #MoeldokoBentengNKRI https://t.co/lsqKtAardW';AngkasaPura_2
PadukaYankMulia;1300;10;b'RT @holopiscom: Kepala Dinas Kesehatan Gorontalo Utara : Saya Menolak AstraZeneca https://t.co/cjS6MAz567 via @holopiscom\n\n#VaksinPulihkanN\xe2\x80\xa6';holopiscom
PadukaYankMulia;1300;10;b'RT @holopiscom: Kepala Dinas Kesehatan Gorontalo Utara : Saya Menolak AstraZeneca https://t.co/cjS6MAz567 via @holopiscom\n\n#VaksinPulihkanN\xe2\x80\xa6';holopiscom
PadukaYankMulia;1300;10;b'RT @holopiscom: Kasus Pembekuan Darah Lagi, Jerman Setop Penggunaan Vaksin AstraZeneca https://t.co/i5yQdfZ2yY via @holopiscom\n\n#VaksinPuli\xe2\x80\xa6';holopiscom
